result_id,race_id,race_date,racecourse_code,racecourse_name,race_number,race_index,race_name,race_class,distance_m,rating_band,going,surface,course,prize_money_hkd,field_size,horse_id,horse_number,horse_name,brand_number,country_of_origin,horse_age_at_race,horse_colour,horse_sex,sire,dam,dam_sire,career_starts_before,career_wins_before,career_seconds_before,career_thirds_before,career_top3_before,career_win_rate_before,career_top3_rate_before,prize_payout_percentage,prize_money_won_this_race,career_prize_money_before,career_prize_money_after,finishing_position,is_winner,is_top_three,jockey,trainer,actual_weight,declared_horse_weight,draw,margin,finish_time,odds,horse_profile_url,horse_profile_scraped_at,race_url
HV_20061101_R01_HK_2003_D356,HV_20061101_R01,2006-11-01,HV,Happy Valley,1,121,SHUN LEE HANDICAP,Class 5,1200,40-15,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",450000,12,HK_2003_D356,1,WYNDAM PLENTY,CD356,AUS,,Bay,Brown / Gelding,Secret Savings,Jodetta,New Regent Same,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11,False,False,D Nikolic,C W Chang,133,1099,9,10-3/4,1:12.60,5.8,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2003_D356,2026-09-04T07:03:41Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=1
HV_20061101_R01_HK_2002_C334,HV_20061101_R01,2006-11-01,HV,Happy Valley,1,121,SHUN LEE HANDICAP,Class 5,1200,40-15,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",450000,12,HK_2002_C334,4,MAJIN BUU,CC334,AUS,,Bay,Gelding,Beautiful Crown,Fashion Babe,Sir Laurence Same,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,12,False,False,F Coetzee,Y S Tsui,130,1112,12,10-3/4,1:12.60,15.0,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2002_C334,2026-09-04T07:03:43Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=1
HV_20061101_R02_HK_2002_C213,HV_20061101_R02,2006-11-01,HV,Happy Valley,2,122,FU SHIN HANDICAP,Class 4,1200,60-40,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",570000,12,HK_2002_C213,6,BEAUTY PLUS,CC213,USA,,Grey,Gelding,With Approval,Westabout,Gone West Same,0,0,0,0,0,0.0,0.0,0.56,319200.0,0.0,319200.0,1,True,True,D Whyte,K W Lui,123,1016,8,---,1:10.10,4.8,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2002_C213,2026-09-04T07:03:49Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=2
HV_20061101_R02_HK_2003_D170,HV_20061101_R02,2006-11-01,HV,Happy Valley,2,122,FU SHIN HANDICAP,Class 4,1200,60-40,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",570000,12,HK_2003_D170,4,BODACIOUS,CD170,USA,,Brown,Gelding,Charismatic,Outcross,Kris S Same,0,0,0,0,0,0.0,0.0,0.21,119700.0,0.0,119700.0,2,False,True,B Prebble,D J Hall,124,1036,10,1-1/2,1:10.30,12.0,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2003_D170,2026-09-04T07:03:51Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=2
HV_20061101_R02_HK_2003_D244,HV_20061101_R02,2006-11-01,HV,Happy Valley,2,122,FU SHIN HANDICAP,Class 4,1200,60-40,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",570000,12,HK_2003_D244,2,DRAGON AND GOLD,CD244,AUS,,Bay,Brown / Gelding,Last Tycoon,Grey Sneakers,Spectacular Spy Same,0,0,0,0,0,0.0,0.0,0.115,65550.0,0.0,65550.0,3,False,True,C W Wong,C H Yip,122,1144,12,1-3/4,1:10.30,13.0,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2003_D244,2026-09-04T07:03:54Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=2
HV_20061101_R02_HK_2004_E062,HV_20061101_R02,2006-11-01,HV,Happy Valley,2,122,FU SHIN HANDICAP,Class 4,1200,60-40,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",570000,12,HK_2004_E062,7,GOLDEN WIN,CE062,AUS,,Chestnut,Gelding,Catbird,Surreal Thing,Bellotto Same,0,0,0,0,0,0.0,0.0,0.06,34200.0,0.0,34200.0,4,False,False,O Doleuze,P O'Sullivan,123,1119,2,2-1/2,1:10.40,2.6,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2004_E062,2026-09-04T07:03:57Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=2
HV_20061101_R02_HK_2004_E274,HV_20061101_R02,2006-11-01,HV,Happy Valley,2,122,FU SHIN HANDICAP,Class 4,1200,60-40,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",570000,12,HK_2004_E274,10,PROFIT HILL,CE274,AUS,,Bay,Gelding,Danzero,Willow Flight,Alquoz Same,0,0,0,0,0,0.0,0.0,0.055,31350.0,0.0,31350.0,5,False,False,D Nikolic,S Woods,121,1023,3,5-1/4,1:10.90,10.0,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2004_E274,2026-09-04T07:04:04Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=2
HV_20061101_R02_HK_2005_G170,HV_20061101_R02,2006-11-01,HV,Happy Valley,2,122,FU SHIN HANDICAP,Class 4,1200,60-40,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",570000,12,HK_2005_G170,1,FIRST BABY,CG170,AUS,,Bay,Gelding,Montjeu,Fleur de Chine,Centaine Same,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,False,False,K W Tsui,Y O Wong,122,1039,4,5-1/2,1:10.90,22.0,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2005_G170,2026-09-04T07:04:06Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=2
HV_20061101_R02_HK_2000_A226,HV_20061101_R02,2006-11-01,HV,Happy Valley,2,122,FU SHIN HANDICAP,Class 4,1200,60-40,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",570000,12,HK_2000_A226,11,THUNDER STORM,CA226,AUS,,Brown,Gelding,Jade Hunter,Birubi Princess,Wronsky Same,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,False,False,H W Lai,B K Ng,113,1117,5,6-1/2,1:11.10,36.0,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2000_A226,2026-09-04T07:04:09Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=2
HV_20061101_R02_HK_2004_E305,HV_20061101_R02,2006-11-01,HV,Happy Valley,2,122,FU SHIN HANDICAP,Class 4,1200,60-40,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",570000,12,HK_2004_E305,9,KAISER'S CHOIX,CE305,NZ,,Bay,Gelding,Kashani,Asalingi,Clay Hero Same,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8,False,False,S Dye,C Fownes,123,1081,1,7-3/4,1:11.30,6.8,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2004_E305,2026-09-04T07:04:12Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=2
HV_20061101_R02_HK_2004_E169,HV_20061101_R02,2006-11-01,HV,Happy Valley,2,122,FU SHIN HANDICAP,Class 4,1200,60-40,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",570000,12,HK_2004_E169,8,HAPPY SUNDAY,CE169,AUS,,Bay,Gelding,Danehill,Tregurrian,Rory's Jester Same,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9,False,False,F Coetzee,A Lee,123,1079,9,9-3/4,1:11.60,16.0,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2004_E169,2026-09-04T07:04:20Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=2
HV_20061101_R02_HK_2002_C082,HV_20061101_R02,2006-11-01,HV,Happy Valley,2,122,FU SHIN HANDICAP,Class 4,1200,60-40,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",570000,12,HK_2002_C082,12,AMBITIOUS LEADER,CC082,AUS,,Chestnut,Gelding,Bluebird,Miss Margaret,Marscay Same,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10,False,False,A Delpech,C W Chang,115,1011,6,10,1:11.60,25.0,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2002_C082,2026-09-04T07:04:23Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=2
HV_20061101_R02_HK_2005_G213,HV_20061101_R02,2006-11-01,HV,Happy Valley,2,122,FU SHIN HANDICAP,Class 4,1200,60-40,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",570000,12,HK_2005_G213,5,VALUE CHOICE,CG213,SAF,,Chestnut,Gelding,Jet Master,Kal Sufi,Al Mufti Same,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11,False,False,M Odendaal,A T Millard,124,1216,7,11-3/4,1:11.90,39.0,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2005_G213,2026-09-04T07:04:26Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=2
HV_20061101_R02_HK_2002_C244,HV_20061101_R02,2006-11-01,HV,Happy Valley,2,122,FU SHIN HANDICAP,Class 4,1200,60-40,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",570000,12,HK_2002_C244,3,FLYING KENNY,CC244,AUS,,Grey,Gelding,Flying Spur,Battonage,Kenmare Same,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,12,False,False,W M Lai,T W Leung,126,1147,11,11-3/4,1:11.90,30.0,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2002_C244,2026-09-04T07:04:29Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=2
HV_20061101_R03_HK_2004_E031,HV_20061101_R03,2006-11-01,HV,Happy Valley,3,123,CHEUNG FAT HANDICAP,Class 3,1650,80-60,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",750000,11,HK_2004_E031,9,VICTORY TREASURE,CE031,NZ,,Bay,Gelding,Zabeel,Attempting,Try My Best Same,0,0,0,0,0,0.0,0.0,0.56,420000.0,0.0,420000.0,1,True,True,S Dye,C Fownes,120,1127,1,---,1:40.10,9.6,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2004_E031,2026-09-04T07:04:34Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=3
HV_20061101_R03_HK_2005_G052,HV_20061101_R03,2006-11-01,HV,Happy Valley,3,123,CHEUNG FAT HANDICAP,Class 3,1650,80-60,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",750000,11,HK_2005_G052,5,SYDNEY EXPRESS,CG052,AUS,,Bay,Gelding,Jade Robbery,Classic Parisian,Persian Bold Same,0,0,0,0,0,0.0,0.0,0.21,157500.0,0.0,157500.0,2,False,True,A Delpech,D E Ferraris,125,1103,4,HD,1:40.10,8.8,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2005_G052,2026-09-04T07:04:36Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=3
HV_20061101_R03_HK_2004_E140,HV_20061101_R03,2006-11-01,HV,Happy Valley,3,123,CHEUNG FAT HANDICAP,Class 3,1650,80-60,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",750000,11,HK_2004_E140,7,AMSTERDAM,CE140,IRE,,Bay,Gelding,Danehill,Dathiyna,Kris Same,0,0,0,0,0,0.0,0.0,0.115,86250.0,0.0,86250.0,3,False,True,F Coetzee,J Moore,123,1043,6,1-3/4,1:40.30,2.4,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2004_E140,2026-09-04T07:04:39Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=3
HV_20061101_R03_HK_2002_C189,HV_20061101_R03,2006-11-01,HV,Happy Valley,3,123,CHEUNG FAT HANDICAP,Class 3,1650,80-60,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",750000,11,HK_2002_C189,3,GALLANT KNIGHT,CC189,SAF,,Bay,Gelding,Alami,Plastic Lady,Centaine Same,0,0,0,0,0,0.0,0.0,0.06,45000.0,0.0,45000.0,4,False,False,K T Yeung,A T Millard,117,1046,7,2-3/4,1:40.50,15.0,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2002_C189,2026-09-04T07:04:42Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=3
HV_20061101_R03_HK_2004_E066,HV_20061101_R03,2006-11-01,HV,Happy Valley,3,123,CHEUNG FAT HANDICAP,Class 3,1650,80-60,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",750000,11,HK_2004_E066,10,FRIENDSHIP,CE066,AUS,,Bay,Gelding,Desert Prince,Platazaan,Zamazaan Same,0,0,0,0,0,0.0,0.0,0.055,41250.0,0.0,41250.0,5,False,False,C W Wong,C S Shum,110,1026,2,3,1:40.50,6.5,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2004_E066,2026-09-04T07:04:45Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=3
HV_20061101_R03_HK_2005_G159,HV_20061101_R03,2006-11-01,HV,Happy Valley,3,123,CHEUNG FAT HANDICAP,Class 3,1650,80-60,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",750000,11,HK_2005_G159,1,ESPERANZA,CG159,IRE,,Bay,Gelding,Trans Island,Alpine Flair,Tirol Same,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6,False,False,D Nikolic,P O'Sullivan,130,1063,8,3-1/2,1:40.60,47.0,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2005_G159,2026-09-04T07:04:48Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=3
HV_20061101_R03_HK_2004_E095,HV_20061101_R03,2006-11-01,HV,Happy Valley,3,123,CHEUNG FAT HANDICAP,Class 3,1650,80-60,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",750000,11,HK_2004_E095,2,WISE LOVER,CE095,AUS,,Brown,Gelding,Charnwood Forest,Race In Space,Star Way Same,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,7,False,False,K L Chui,Y O Wong,118,1122,5,3-3/4,1:40.60,5.8,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2004_E095,2026-09-04T07:04:51Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=3
HV_20061101_R03_HK_2004_E040,HV_20061101_R03,2006-11-01,HV,Happy Valley,3,123,CHEUNG FAT HANDICAP,Class 3,1650,80-60,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",750000,11,HK_2004_E040,4,DIAMOND ERA,CE040,IRE,,Bay,Gelding,King's Theatre,Smaointeach,Green Desert Same,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,8,False,False,B Prebble,K L Man,125,1042,10,3-3/4,1:40.70,19.0,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2004_E040,2026-09-04T07:04:54Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=3
HV_20061101_R03_HK_2002_C368,HV_20061101_R03,2006-11-01,HV,Happy Valley,3,123,CHEUNG FAT HANDICAP,Class 3,1650,80-60,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",750000,11,HK_2002_C368,11,MAGIC TEMPLE,CC368,NZ,,Chestnut,Gelding,Slavic,Olga Palosky,Crested Wave Same,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,9,False,False,H K Yim,S Woods,112,1188,3,4-1/2,1:40.80,65.0,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2002_C368,2026-09-04T07:05:00Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=3
HV_20061101_R03_HK_2004_E262,HV_20061101_R03,2006-11-01,HV,Happy Valley,3,123,CHEUNG FAT HANDICAP,Class 3,1650,80-60,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",750000,11,HK_2004_E262,6,DON RICARDO,CE262,IRE,,Chestnut,Gelding,Grand Lodge,Royal Fizz,Royal Academy Same,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,10,False,False,D Whyte,J Size,124,1149,9,5-1/2,1:40.90,11.0,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2004_E262,2026-09-04T07:05:03Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=3
HV_20061101_R03_HK_2002_C378,HV_20061101_R03,2006-11-01,HV,Happy Valley,3,123,CHEUNG FAT HANDICAP,Class 3,1650,80-60,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",750000,11,HK_2002_C378,8,FORTUNE BOY,CC378,AUS,,Chestnut,Gelding,Woodman,Burning Embers,Zoffany Same,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,11,False,False,K W Tsui,Y S Tsui,112,1227,11,7-1/2,1:41.30,62.0,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2002_C378,2026-09-04T07:05:06Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=3
HV_20061101_R04_HK_2001_B324,HV_20061101_R04,2006-11-01,HV,Happy Valley,4,124,WAH FU HANDICAP,Class 5,1650,40-15,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",450000,12,HK_2001_B324,8,JUSTINIAN,CB324,AUS,,Bay,Gelding,Danehill,Farrara,Fast Topaze Same,0,0,0,0,0,0.0,0.0,0.56,252000.0,0.0,252000.0,1,True,True,D Whyte,D E Ferraris,122,1082,4,---,1:42.90,4.1,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2001_B324,2026-09-04T07:05:12Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=4
HV_20061101_R04_HK_2001_B277,HV_20061101_R04,2006-11-01,HV,Happy Valley,4,124,WAH FU HANDICAP,Class 5,1650,40-15,GOOD TO FIRM,TURF,"TURF - ""C+3"" Course",450000,12,HK_2001_B277,1,WINWIN COMBO,CB277,IRE,,Bay,Gelding,Danehill,Dance Date,Sadler's Wells Same,0,0,0,0,0,0.0,0.0,0.21,94500.0,0.0,94500.0,2,False,True,B Prebble,K L Man,131,1107,7,3/4,1:43.10,9.9,https://racing.hkjc.com/en-us/local/information/otherhorse?horseid=HK_2001_B277,2026-09-04T07:05:14Z,https://racing.hkjc.com/en-us/local/information/archive/localresults?racedate=2006/11/01&racecourse=HV&RaceNo=4
